age,income,score1,score2,label
23,66450.79,1.6920965901783256,7.605817822041022,0
44,80070.56,0.0285688700816038,5.620002181761094,0
34,61386.034560496766,2.8806387069393606,3.811889712759578,1
36,51431.289343721335,2.840754456813959,8.05338647660478,1
47,42305.22,0.3158458740859141,1.2618012496431072,0
67,66776.25,-1.631330994857067,10.465759370840566,0
36,48079.58698590618,1.3745853900086933,4.034800030006316,1
58,72775.96158423112,0.9538759387688436,6.387426946122078,1
60,82578.13773365793,0.9954912703949991,7.4238571644796085,1
54,43242.6,1.073401194078068,5.476376701061356,0
45,34339.54398339928,0.5578580563962308,9.129184272255632,1
45,33559.58,-0.7578238254470813,8.780841255630015,0
64,37326.36,-2.3758107433823725,4.341188493067475,0
29,36046.18,0.4840884796241594,7.219475604811738,0
27,23267.03,-1.7369797567284526,2.6349514261096405,0
29,57061.31,1.87781946171298,3.679908339434153,0
24,45850.72,0.5982226438778411,2.401028794126285,0
24,24488.310063281693,1.8813815990010199,8.240889029139172,1
52,73268.33,0.9701467671811028,8.05511227377038,0
41,71881.81193204205,2.321693502920435,8.696712432837243,1
52,30952.46068763831,1.663941752975194,3.3829299434965305,1
38,43021.8,1.0440434346625127,5.3316687634163,0
22,39889.65,-0.0807219884782211,4.038370970732656,0
57,25784.77,-0.9302257652751106,8.831997044993035,0
54,26501.58389814821,2.2516011740116277,8.373800184687004,1
64,36814.106379070945,0.5768648181164214,7.984248329283936,1
37,19379.18,0.8863389269283519,6.551987834519872,0
25,64719.76,0.484891411464886,7.542173535934451,0
20,57248.56,-0.5092785589915774,2.9378436074696834,0
57,74352.63,-0.7012497311834016,3.646022156488314,0
55,59223.59009626957,2.8374267182512005,4.2157912687664325,1
60,62214.81,1.3967688279589656,2.9996841878068,0
46,68473.65638598612,1.4134414614608803,7.0134930853843525,1
42,62109.65566700714,1.9080637457555787,5.00750971217085,1
43,60427.58040537955,1.1491854379806985,8.878441465041071,1
28,60171.53631894364,2.7782365199031704,5.843594515064369,1
21,59631.326922694076,1.8898367829224934,6.962718107873143,1
50,26860.44,0.587788158526805,4.75014836462214,0
40,53918.3917235239,1.8415136715306764,5.115378909390626,1
23,68983.28,-1.383326938380737,5.733453576467286,0
51,71587.02945720474,1.4691895493784681,5.565889821858305,1
23,45094.15,-0.2478039894102002,7.971555510338524,0
35,66338.44,-0.8844491981622882,5.837675262485004,0
18,63325.770373593696,-0.33281404039697,7.970829847829537,1
49,46126.04,0.667526527565297,3.5924888209795007,0
66,72177.09,-0.081772969784838,3.476653945099864,0
30,48146.98,0.0836242659734084,6.156946581526957,0
39,59674.77954366123,1.295740865166406,7.378340945022236,1
41,45002.68,-0.364885931758593,2.4459474514313717,0
21,41765.982780318605,1.9470074985242145,5.464778162643723,1
56,30030.111471655546,1.5639603273751401,4.026138693763855,1
63,72555.9262811538,1.6536290540781642,6.740229127095697,1
29,40892.73,0.1224407972639292,8.407592187239304,0
24,45623.35209875704,0.98848169840951,6.919900744439688,1
48,42897.78029173828,1.7591577913895577,4.525795825788545,1
52,54928.72,-0.4275069301377538,4.059170289897611,0
50,63328.84,0.4419892246552073,3.233145871535333,0
30,35572.21564064792,1.980775976216477,7.138098048252642,1
39,28525.04,0.7622242432306955,2.738795043391685,0
33,61574.28,-0.5494818588258726,6.045022157906541,0
26,59688.75321017259,0.12360816528761621,7.470772292451284,1
34,47655.4670489888,0.9465240333806595,6.927023555259705,1
34,37036.63894537905,2.4223425069951583,6.9301030054320885,1
55,35142.74,1.787746075163957,0.0741457999563595,0
50,42303.6961680151,2.333754588710623,6.6367019081078755,1
38,57199.65,0.0192115681854337,4.496347408597637,0
65,43114.65,-0.6749491185146138,1.9800595151231,0
64,69206.48,-1.221778917973369,7.424926921758054,0
65,49955.78,0.3244623228219495,4.065256256093558,0
41,86422.6,0.3096103820265145,8.668156624302346,0
50,29747.33,0.9643665335203294,4.188933875253801,0
28,46855.0,-0.8684027440882585,6.353527064262018,0
43,37093.55872642329,1.7317355495250815,7.1603280489341525,1
27,38613.64,1.9093354895072228,5.53877310249161,0
60,40620.97,-1.1595453328160916,3.2703317451234244,0
24,23146.646782239088,2.730986855120646,5.240391445384684,1
36,28921.46,0.4795525861519042,3.335186698229234,0
57,77340.16592415771,2.111556543456631,7.306757259819081,1
46,55425.31993453977,1.125490433647911,6.029718876292073,1
66,49529.550478645106,1.1590244394524214,7.168282382684687,1
42,38933.07,-1.0018423490432762,4.947008899626317,0
21,47202.443248303905,1.206112736630803,7.605275147268806,1
69,46139.05,-1.0682208443669858,5.453291332781419,0
23,34683.02,-0.6907985713179051,5.247835031528495,0
66,18570.009469953082,1.3999467348045822,8.618567767807612,1
36,39130.77847498943,-0.10581914933714756,10.017792754482244,1
59,32883.56131899419,1.5903547660429547,6.452211376203059,1
35,38891.94,-0.6848045456058118,4.345981019242447,0
28,41289.63,1.2654881036597092,2.658225290084712,0
29,40629.98,-0.7262556670905812,1.52656870716903,0
67,55916.26,0.051073008783209,0.7510036595081502,0
28,64567.52,-1.5389806385988145,6.713380891351915,0
30,38524.27387350063,2.120298484633748,6.480540646323952,1
59,31916.43383017216,2.6780405267922602,6.607757968821116,1
59,65241.14043963225,1.8080608422396511,8.41241127890072,1
39,39516.59,-0.9477399399691848,10.663641814174529,0
54,52113.09,-0.5504761277625335,5.2489230055115454,0
43,49754.374296031005,2.493041090586558,3.985165600553432,1
46,53181.58,-0.1359448213618907,2.114875859639314,0
55,53870.61166370717,1.758533436419226,11.61652504318332,1
66,46304.63,-0.5909092346787487,5.429737922583791,0
52,52889.25,1.327457755588726,3.685734965728192,0
48,42302.589951434005,2.1289758033152846,7.392163150101675,1
40,58262.505145239826,1.8393201128938181,7.339424673571007,1
49,51638.34590963464,1.533235345760135,8.915890081562017,1
24,47445.88681682241,1.5162145689651767,8.8049385602899,1
47,55962.420053153015,2.416655105096191,9.742938941511795,1
55,37686.89,1.1012558338333642,5.940032989158843,0
39,50673.97936848704,1.5131175233341865,7.785502874417163,1
59,59226.95,-0.5462808370643518,-1.0212579478012147,0
37,55501.09779618872,0.8397161815434435,7.660992963341338,1
55,23390.76,-0.5372420137043623,3.787033069514425,0
68,35665.96,-0.4521669905153151,7.982577110037866,0
40,48955.33914040376,1.4129255964374128,8.566003918818858,1
65,48968.46,0.0763384885693607,8.644610638127974,0
36,42775.5,0.491998367561674,5.206507241562521,0
